1,0,771.67,602.14,75.97,232.87,1,-1,-1,-1
1,1,666.84,635.96,66.57,142.20,1,-1,-1,-1
1,2,1386.33,467.60,48.53,179.92,1,-1,-1,-1
1,3,1176.25,637.64,42.85,124.00,1,-1,-1,-1
1,4,1822.71,637.93,64.40,162.13,1,-1,-1,-1
1,5,60.29,593.37,51.91,197.09,1,-1,-1,-1
1,6,928.49,626.97,53.78,147.67,1,-1,-1,-1
1,7,246.60,646.81,44.39,90.66,1,-1,-1,-1
1,8,1305.17,679.70,39.06,66.30,1,-1,-1,-1
1,9,-0.01,689.77,59.47,39.38,1,-1,-1,-1
1,10,118.87,621.85,33.03,112.61,1,-1,-1,-1
1,11,989.20,624.52,25.31,63.48,1,-1,-1,-1
1,12,1827.63,638.58,59.27,58.48,1,-1,-1,-1
1,13,156.93,623.86,30.65,93.35,1,-1,-1,-1
1,14,456.57,631.65,34.26,47.93,1,-1,-1,-1
1,15,852.08,664.44,33.14,19.64,1,-1,-1,-1
1,16,528.32,683.79,39.58,44.57,1,-1,-1,-1
1,17,916.15,664.24,22.15,20.78,1,-1,-1,-1
1,18,1431.97,597.10,34.41,47.51,1,-1,-1,-1
1,19,0.46,685.48,58.32,71.28,1,-1,-1,-1
1,20,1123.07,665.54,17.23,23.28,1,-1,-1,-1
1,21,119.75,621.10,30.84,79.78,1,-1,-1,-1
1,22,915.37,642.30,25.08,43.23,1,-1,-1,-1
2,23,771.46,601.69,75.06,232.97,1,-1,-1,-1
2,24,668.52,636.55,63.53,141.32,1,-1,-1,-1
2,25,1175.97,638.05,42.31,123.56,1,-1,-1,-1
2,26,1386.75,467.79,51.14,180.32,1,-1,-1,-1
2,27,1823.23,638.52,63.37,161.93,1,-1,-1,-1
2,28,60.20,594.04,52.44,196.13,1,-1,-1,-1
2,29,929.99,627.41,51.75,146.76,1,-1,-1,-1
2,30,246.90,647.30,43.83,90.15,1,-1,-1,-1
2,31,1305.62,680.60,37.67,65.36,1,-1,-1,-1
2,32,0.27,690.65,58.15,39.34,1,-1,-1,-1
2,33,119.57,621.40,32.40,111.81,1,-1,-1,-1
2,34,1432.33,597.72,32.98,47.43,1,-1,-1,-1
2,35,1828.08,639.08,58.68,58.11,1,-1,-1,-1
2,36,157.59,623.93,29.68,92.98,1,-1,-1,-1
2,37,991.07,624.71,23.13,62.60,1,-1,-1,-1
2,38,458.39,632.45,31.43,47.44,1,-1,-1,-1
2,39,852.16,664.64,32.83,19.78,1,-1,-1,-1
2,40,917.04,664.60,21.86,21.04,1,-1,-1,-1
2,41,120.17,622.53,30.40,78.09,1,-1,-1,-1
2,42,1123.36,665.60,16.61,23.17,1,-1,-1,-1
2,43,929.99,708.45,31.14,25.64,1,-1,-1,-1
2,44,0.15,686.00,58.09,71.02,1,-1,-1,-1
2,45,528.50,684.31,39.63,44.49,1,-1,-1,-1
2,46,995.87,668.80,18.49,18.12,1,-1,-1,-1
2,14,456.93,632.28,33.74,47.81,1,-1,-1,-1
2,16,528.33,684.28,39.57,44.45,1,-1,-1,-1
2,18,1432.22,597.30,33.54,47.35,1,-1,-1,-1
2,19,0.09,686.40,58.50,70.65,1,-1,-1,-1
2,20,1123.22,665.74,16.74,22.97,1,-1,-1,-1
2,22,915.64,641.99,25.10,43.26,1,-1,-1,-1
3,47,771.45,601.79,74.81,232.67,1,-1,-1,-1
3,48,1175.98,637.88,42.12,123.10,1,-1,-1,-1
3,49,668.55,636.54,63.26,141.21,1,-1,-1,-1
3,50,1386.67,467.80,50.84,180.16,1,-1,-1,-1
3,51,1823.22,638.73,63.39,161.85,1,-1,-1,-1
3,52,60.36,594.25,52.14,195.71,1,-1,-1,-1
3,53,930.02,627.55,51.57,146.42,1,-1,-1,-1
3,54,246.87,647.32,43.67,89.69,1,-1,-1,-1
3,55,1305.40,680.38,37.48,65.26,1,-1,-1,-1
3,56,0.25,690.82,58.15,39.41,1,-1,-1,-1
3,57,119.62,621.60,32.25,111.45,1,-1,-1,-1
3,58,1432.28,597.60,32.98,47.34,1,-1,-1,-1
3,59,1828.20,639.07,58.40,58.21,1,-1,-1,-1
3,60,157.59,623.96,29.69,92.94,1,-1,-1,-1
3,61,990.83,624.82,23.16,62.41,1,-1,-1,-1
3,62,458.40,632.07,31.93,47.65,1,-1,-1,-1
3,63,852.20,664.58,32.76,19.79,1,-1,-1,-1
3,64,917.07,664.48,21.87,21.02,1,-1,-1,-1
3,65,120.19,622.73,30.46,78.06,1,-1,-1,-1
3,66,995.83,668.59,18.50,18.24,1,-1,-1,-1
3,67,1123.40,665.57,16.56,23.13,1,-1,-1,-1
3,68,0.10,685.97,58.00,70.93,1,-1,-1,-1
3,69,930.04,708.25,31.15,25.62,1,-1,-1,-1
3,70,528.54,683.98,39.55,44.16,1,-1,-1,-1
3,5,61.31,595.84,49.69,191.81,1,-1,-1,-1
4,71,771.66,600.78,74.83,234.11,1,-1,-1,-1
4,72,669.89,637.33,60.07,139.92,1,-1,-1,-1
4,73,1175.98,637.58,41.87,123.18,1,-1,-1,-1
4,74,1386.79,467.97,51.42,180.19,1,-1,-1,-1
4,75,1823.03,638.74,63.71,161.81,1,-1,-1,-1
4,76,60.40,593.96,51.97,196.28,1,-1,-1,-1
4,77,931.32,627.96,49.56,145.81,1,-1,-1,-1
4,78,247.70,647.23,42.71,89.88,1,-1,-1,-1
4,79,1305.09,680.48,37.97,65.16,1,-1,-1,-1
4,80,1432.42,598.28,31.64,47.88,1,-1,-1,-1
4,81,0.24,690.95,58.20,39.43,1,-1,-1,-1
4,82,119.54,621.62,32.51,111.20,1,-1,-1,-1
4,83,1828.59,639.23,58.12,57.77,1,-1,-1,-1
4,84,157.19,624.15,30.00,93.17,1,-1,-1,-1
4,85,990.90,624.41,23.01,62.83,1,-1,-1,-1
4,86,457.64,631.91,33.22,48.03,1,-1,-1,-1
4,87,851.57,665.12,32.80,19.59,1,-1,-1,-1
4,88,0.06,686.84,58.16,70.13,1,-1,-1,-1
4,89,120.20,622.48,30.25,78.91,1,-1,-1,-1
4,90,1123.49,665.63,16.21,22.88,1,-1,-1,-1
4,91,1417.95,588.53,27.66,55.24,1,-1,-1,-1
4,92,528.31,684.00,39.75,44.15,1,-1,-1,-1
4,68,0.07,686.03,58.02,70.86,1,-1,-1,-1
4,2,1387.24,469.45,51.20,183.26,1,-1,-1,-1
5,93,771.10,599.27,75.28,235.16,1,-1,-1,-1
5,94,669.83,636.96,58.03,140.70,1,-1,-1,-1
5,95,1822.82,638.69,64.05,161.87,1,-1,-1,-1
5,96,1176.33,637.91,41.11,123.05,1,-1,-1,-1
5,97,1386.74,467.67,53.62,179.31,1,-1,-1,-1
5,98,60.28,594.47,54.26,195.81,1,-1,-1,-1
5,99,928.75,625.91,53.40,147.34,1,-1,-1,-1
5,100,247.01,646.75,43.93,90.02,1,-1,-1,-1
5,101,1304.97,680.38,37.82,65.47,1,-1,-1,-1
5,102,0.18,691.17,59.08,38.79,1,-1,-1,-1
5,103,1433.01,598.14,31.62,46.42,1,-1,-1,-1
5,104,120.89,622.35,32.65,111.17,1,-1,-1,-1
5,105,158.49,624.54,29.26,91.53,1,-1,-1,-1
5,106,991.69,624.49,22.10,62.83,1,-1,-1,-1
5,107,0.08,687.24,58.30,70.30,1,-1,-1,-1
5,108,459.19,631.58,30.61,48.23,1,-1,-1,-1
5,109,120.63,622.09,31.66,90.93,1,-1,-1,-1
5,110,930.44,708.77,24.10,23.83,1,-1,-1,-1
5,111,528.50,683.69,39.60,44.57,1,-1,-1,-1
5,112,929.01,685.51,45.91,86.73,1,-1,-1,-1
6,113,770.98,598.66,75.73,233.42,1,-1,-1,-1
6,114,669.38,638.22,57.95,138.69,1,-1,-1,-1
6,115,1822.91,638.72,64.63,161.58,1,-1,-1,-1
6,116,1176.68,637.73,41.23,122.45,1,-1,-1,-1
6,117,1386.54,467.96,60.83,179.72,1,-1,-1,-1
6,118,60.69,594.34,55.51,196.02,1,-1,-1,-1
6,119,247.28,646.95,43.95,89.64,1,-1,-1,-1
6,120,930.05,626.23,52.81,146.79,1,-1,-1,-1
6,121,1304.66,679.96,38.58,66.01,1,-1,-1,-1
6,122,0.29,691.03,59.56,38.83,1,-1,-1,-1
6,123,992.17,624.64,21.66,62.46,1,-1,-1,-1
6,124,158.74,624.70,29.16,91.33,1,-1,-1,-1
6,125,121.35,622.59,33.96,111.30,1,-1,-1,-1
6,126,-0.04,685.51,58.69,71.97,1,-1,-1,-1
6,127,459.33,631.45,30.32,48.43,1,-1,-1,-1
6,128,1414.00,585.90,46.44,60.60,1,-1,-1,-1
6,129,916.25,637.34,28.27,47.49,1,-1,-1,-1
6,130,1435.43,598.32,29.20,43.93,1,-1,-1,-1
6,131,929.10,684.52,45.64,87.90,1,-1,-1,-1
6,132,528.70,683.41,39.74,44.89,1,-1,-1,-1
6,133,120.49,622.01,32.34,97.50,1,-1,-1,-1
6,134,1406.34,584.48,53.98,62.44,1,-1,-1,-1
6,135,930.67,708.67,23.81,23.39,1,-1,-1,-1
6,136,1258.32,663.08,22.38,25.70,1,-1,-1,-1
6,137,1123.63,665.61,16.44,23.28,1,-1,-1,-1
7,138,767.62,598.65,79.20,229.27,1,-1,-1,-1
7,139,668.34,637.64,57.61,139.80,1,-1,-1,-1
7,140,1823.10,638.63,64.39,161.71,1,-1,-1,-1
7,141,1176.69,637.66,41.22,123.26,1,-1,-1,-1
7,142,1386.70,467.68,61.00,180.11,1,-1,-1,-1
7,143,60.68,594.42,55.75,195.98,1,-1,-1,-1
7,144,247.24,646.87,43.97,89.68,1,-1,-1,-1
7,145,930.80,625.99,51.96,146.48,1,-1,-1,-1
7,146,1304.70,679.63,38.63,66.29,1,-1,-1,-1
7,147,0.30,691.42,59.27,38.67,1,-1,-1,-1
7,148,992.07,624.63,21.57,62.68,1,-1,-1,-1
7,149,158.75,624.73,29.06,91.31,1,-1,-1,-1
7,150,121.84,622.78,33.84,111.27,1,-1,-1,-1
7,151,0.08,686.33,58.24,71.31,1,-1,-1,-1
