1,0,771.12,601.89,75.94,233.39,1,-1,-1,-1
1,1,666.20,635.73,66.74,142.88,1,-1,-1,-1
1,2,1385.92,467.59,49.05,181.22,1,-1,-1,-1
1,3,1176.02,637.47,42.93,125.18,1,-1,-1,-1
1,4,1822.57,637.97,64.28,162.26,1,-1,-1,-1
1,5,60.47,593.22,51.80,197.74,1,-1,-1,-1
1,6,928.37,627.32,53.47,147.29,1,-1,-1,-1
2,0,770.35,600.99,77.32,234.40,1,-1,-1,-1
2,1,666.96,635.54,65.22,142.90,1,-1,-1,-1
2,2,1386.13,467.82,52.04,181.70,1,-1,-1,-1
2,4,1821.92,638.43,65.27,162.38,1,-1,-1,-1
2,5,60.68,593.21,52.04,197.97,1,-1,-1,-1
3,0,771.07,600.98,78.04,234.84,1,-1,-1,-1
3,1,667.82,635.60,64.87,142.91,1,-1,-1,-1
3,2,1385.77,467.41,54.05,182.47,1,-1,-1,-1
3,4,1821.75,638.22,65.21,162.47,1,-1,-1,-1
3,5,60.46,593.06,51.95,198.39,1,-1,-1,-1
4,0,771.59,600.22,77.46,235.82,1,-1,-1,-1
4,1,668.96,636.31,62.34,141.94,1,-1,-1,-1
4,2,1386.04,467.57,54.62,182.39,1,-1,-1,-1
4,4,1821.77,638.29,65.31,162.33,1,-1,-1,-1
4,5,60.50,593.22,51.79,198.17,1,-1,-1,-1
5,0,770.80,598.98,77.83,236.54,1,-1,-1,-1
5,1,668.79,636.17,60.41,142.75,1,-1,-1,-1
5,2,1386.18,467.32,55.82,182.23,1,-1,-1,-1
5,4,1821.64,638.55,65.54,162.16,1,-1,-1,-1
5,5,60.66,593.55,53.23,197.88,1,-1,-1,-1
6,0,770.61,598.07,78.15,235.56,1,-1,-1,-1
6,1,668.58,636.99,59.59,140.94,1,-1,-1,-1
6,2,1386.77,467.64,59.30,181.50,1,-1,-1,-1
6,4,1821.83,638.46,65.98,162.04,1,-1,-1,-1
6,5,60.98,593.29,54.24,198.12,1,-1,-1,-1
