1,0,769.77,603.09,84.14,229.93,0.9938,-1,-1,-1
1,1,668.61,627.96,66.87,149.39,0.9894,-1,-1,-1
1,2,59.82,592.50,50.19,196.59,0.9909,-1,-1,-1
1,3,1822.99,640.13,62.64,158.94,0.9528,-1,-1,-1
1,4,1385.34,468.34,49.14,179.24,0.9410,-1,-1,-1
1,5,249.45,645.63,39.47,88.25,0.9648,-1,-1,-1
1,6,925.74,631.80,54.88,140.09,0.9800,-1,-1,-1
2,0,769.95,601.72,83.72,232.07,0.9941,-1,-1,-1
2,1,669.06,628.83,64.43,148.91,0.9885,-1,-1,-1
2,2,59.88,592.54,49.83,196.45,0.9904,-1,-1,-1
2,3,1822.99,640.61,62.39,158.39,0.9484,-1,-1,-1
2,4,249.23,645.84,39.98,88.05,0.9638,-1,-1,-1
2,5,925.53,630.64,54.89,140.99,0.9795,-1,-1,-1
2,6,1385.05,468.08,55.25,179.81,0.9240,-1,-1,-1
3,0,770.15,601.67,83.56,232.14,0.9942,-1,-1,-1
3,1,669.03,628.98,64.10,148.78,0.9882,-1,-1,-1
3,2,59.88,592.40,49.62,196.57,0.9903,-1,-1,-1
3,3,1823.07,640.64,62.16,158.38,0.9489,-1,-1,-1
3,4,249.17,645.89,40.06,87.98,0.9638,-1,-1,-1
3,5,926.12,630.55,54.32,140.98,0.9793,-1,-1,-1
3,6,1385.11,468.15,54.60,179.75,0.9251,-1,-1,-1
4,0,770.26,600.80,83.83,233.51,0.9943,-1,-1,-1
4,1,669.46,633.57,64.29,143.48,0.9911,-1,-1,-1
4,2,60.02,592.19,50.03,197.33,0.9909,-1,-1,-1
4,3,1823.64,640.51,61.49,158.33,0.9456,-1,-1,-1
4,4,930.47,630.57,49.12,141.47,0.9655,-1,-1,-1
4,5,249.94,645.34,39.44,88.31,0.9652,-1,-1,-1
5,0,770.09,600.24,81.72,233.10,0.9935,-1,-1,-1
5,1,668.15,633.65,61.80,143.50,0.9927,-1,-1,-1
5,2,60.38,592.24,49.49,197.90,0.9932,-1,-1,-1
5,3,1385.42,469.60,64.21,178.18,0.9214,-1,-1,-1
5,4,1174.89,643.44,43.17,116.84,0.9608,-1,-1,-1
5,5,1823.18,639.42,62.12,159.37,0.9638,-1,-1,-1
5,6,931.90,630.77,48.02,140.18,0.9638,-1,-1,-1
6,0,769.10,600.20,80.48,231.25,0.9930,-1,-1,-1
6,1,60.91,593.00,50.58,197.44,0.9933,-1,-1,-1
6,2,668.19,633.80,60.14,143.34,0.9876,-1,-1,-1
6,3,931.95,626.27,50.47,144.23,0.9727,-1,-1,-1
6,4,1175.10,639.94,43.63,119.75,0.9784,-1,-1,-1
6,5,1823.22,639.39,62.36,159.17,0.9642,-1,-1,-1
6,6,1385.91,469.65,65.21,178.07,0.9146,-1,-1,-1
7,0,766.06,600.48,82.60,230.40,0.9932,-1,-1,-1
7,1,60.64,593.56,50.67,196.63,0.9934,-1,-1,-1
7,2,665.76,633.28,61.34,144.31,0.9884,-1,-1,-1
7,3,1823.10,639.33,62.73,159.33,0.9643,-1,-1,-1
7,4,1386.46,468.41,66.59,179.54,0.9364,-1,-1,-1
7,5,1174.99,638.84,43.69,122.37,0.9792,-1,-1,-1
7,6,932.40,628.17,48.01,142.21,0.9675,-1,-1,-1
7,7,250.00,646.71,39.78,88.59,0.9555,-1,-1,-1
8,0,761.39,599.52,86.78,230.17,0.9920,-1,-1,-1
8,1,664.70,635.29,59.59,142.39,0.9887,-1,-1,-1
8,2,60.67,593.16,51.17,196.98,0.9932,-1,-1,-1
8,3,1174.78,637.56,43.10,120.91,0.9806,-1,-1,-1
8,4,1823.22,639.45,62.64,159.29,0.9623,-1,-1,-1
8,5,933.13,630.19,46.23,140.91,0.9658,-1,-1,-1
