1,0,771.57,601.90,76.07,233.25,1,-1,-1,-1
1,1,666.57,635.67,66.85,142.41,1,-1,-1,-1
1,2,1386.23,467.39,48.61,180.18,1,-1,-1,-1
1,3,1175.93,637.36,43.06,124.30,1,-1,-1,-1
1,4,1822.53,637.63,64.66,162.50,1,-1,-1,-1
1,5,60.27,593.03,52.04,197.55,1,-1,-1,-1
1,6,928.21,626.59,53.90,148.09,1,-1,-1,-1
1,7,246.49,646.64,44.51,90.73,1,-1,-1,-1
1,8,1305.07,679.50,39.25,66.45,1,-1,-1,-1
1,9,-0.07,689.45,59.53,39.60,1,-1,-1,-1
1,10,118.74,621.93,33.17,112.57,1,-1,-1,-1
1,11,989.10,624.31,25.45,63.40,1,-1,-1,-1
1,12,1827.47,638.50,59.48,58.48,1,-1,-1,-1
1,13,156.83,623.74,30.75,93.41,1,-1,-1,-1
1,14,456.52,631.39,34.40,47.89,1,-1,-1,-1
1,15,851.92,664.34,32.99,19.57,1,-1,-1,-1
1,16,528.19,683.68,39.67,44.57,1,-1,-1,-1
1,17,916.10,664.07,22.24,20.76,1,-1,-1,-1
1,18,1431.75,596.82,34.50,47.56,1,-1,-1,-1
1,19,1123.16,665.42,17.23,23.18,1,-1,-1,-1
1,20,119.74,621.10,30.88,79.72,1,-1,-1,-1
1,21,915.36,642.27,25.15,43.18,1,-1,-1,-1
2,22,771.29,601.85,75.45,232.40,1,-1,-1,-1
2,23,668.23,636.25,64.03,141.50,1,-1,-1,-1
2,24,1175.90,637.74,42.54,123.33,1,-1,-1,-1
2,25,1386.32,467.82,51.56,179.82,1,-1,-1,-1
2,26,1823.03,638.31,63.77,161.38,1,-1,-1,-1
2,27,60.41,593.86,52.11,196.00,1,-1,-1,-1
2,28,929.61,626.78,52.23,147.38,1,-1,-1,-1
2,29,246.45,646.63,44.34,90.31,1,-1,-1,-1
2,30,1304.95,679.45,39.02,66.61,1,-1,-1,-1
2,31,-0.28,690.59,59.34,40.70,1,-1,-1,-1
2,32,1432.34,597.75,33.76,48.54,1,-1,-1,-1
2,33,990.28,624.61,23.44,63.05,1,-1,-1,-1
2,34,458.99,632.26,32.00,47.89,1,-1,-1,-1
2,35,852.94,664.48,33.03,19.90,1,-1,-1,-1
2,36,917.77,664.42,22.23,21.22,1,-1,-1,-1
2,37,120.18,621.90,30.85,78.83,1,-1,-1,-1
2,14,457.48,632.06,34.24,48.13,1,-1,-1,-1
2,17,917.14,664.75,22.34,20.94,1,-1,-1,-1
2,18,1432.50,597.61,34.17,48.09,1,-1,-1,-1
2,21,916.27,641.49,25.08,43.46,1,-1,-1,-1
3,38,771.27,601.76,75.46,232.53,1,-1,-1,-1
3,39,1175.92,637.51,42.55,123.59,1,-1,-1,-1
3,40,668.31,636.17,64.00,141.67,1,-1,-1,-1
3,41,1386.23,467.87,51.32,179.86,1,-1,-1,-1
3,42,1822.96,638.06,63.91,161.78,1,-1,-1,-1
3,43,60.47,593.75,52.02,196.25,1,-1,-1,-1
3,44,929.62,626.12,52.20,148.03,1,-1,-1,-1
3,45,246.41,646.41,44.49,90.55,1,-1,-1,-1
3,46,1305.14,679.48,39.17,66.78,1,-1,-1,-1
3,47,-0.42,690.30,59.63,41.06,1,-1,-1,-1
3,48,1432.31,597.63,33.83,48.54,1,-1,-1,-1
3,49,990.43,624.57,23.50,63.09,1,-1,-1,-1
3,50,458.99,631.90,32.46,48.14,1,-1,-1,-1
3,51,853.12,664.33,32.89,19.91,1,-1,-1,-1
